seic,seic_benefit,SEIC ERROR,health,health_benefit,Health ERROR,house,house_benefit,House ERROR,nutrition,nutrition_benefit,Nutrition ERROR,livelihood,livelihood_benefit,livelihood ERROR,education,education_benefit,Education ERROR,scheme1,scheme1_benefit,Scheme-1 ERROR,scheme2,scheme2_benefit,Scheme-2 ERROR
69,60454,No Error,73,42195,No Error,69,52462,No Error,71,23748,No Error,87,80295,No Error,48,12092,No Error,80,Non-Eligible,EOE,47,Non-Eligible,No Error
54,5629,No Error,20,63679,EOI,65,16093,No Error,56,59919,No Error,52,13769,No Error,79,26568,No Error,72,Non-Eligible,No Error,77,Eligible,No Error
38,29069,No Error,22,33095,No Error,63,39452,No Error,20,2789,No Error,36,65035,No Error,50,21895,No Error,69,Eligible,No Error,78,Non-Eligible,No Error
53,18535,No Error,20,8651,No Error,44,34029,No Error,78,77735,No Error,26,10906,No Error,100,9139,EOE,87,Non-Eligible,EOE,75,Eligible,No Error
52,11703,No Error,43,70458,No Error,99,48428,No Error,19,11736,No Error,15,60858,EOI,87,49064,No Error,20,Eligible,EOI,56,Non-Eligible,No Error
60,17945,No Error,28,59369,No Error,66,43313,No Error,77,75811,No Error,36,26540,No Error,96,45264,No Error,100,Non-Eligible,EOE,57,Eligible,No Error
58,85733,No Error,96,45089,No Error,37,27211,No Error,56,58118,No Error,42,41553,No Error,61,14231,No Error,64,Eligible,No Error,85,Eligible,No Error
72,11050,EOE,62,37897,No Error,75,18379,No Error,50,25590,No Error,99,44712,No Error,77,35151,No Error,76,Eligible,No Error,35,Non-Eligible,No Error
60,24118,No Error,83,78076,No Error,48,70604,No Error,50,67012,No Error,65,69372,No Error,57,18741,No Error,69,Eligible,No Error,48,Non-Eligible,No Error
64,39077,No Error,69,8216,No Error,61,66146,No Error,81,17131,No Error,61,48596,No Error,48,47150,No Error,62,Non-Eligible,No Error,34,Eligible,No Error
54,7691,No Error,44,24439,No Error,63,9427,No Error,18,21349,No Error,45,40545,No Error,100,69075,No Error,67,Non-Eligible,No Error,93,Eligible,No Error
52,37975,No Error,60,59100,No Error,84,25972,No Error,24,53712,EOI,53,59073,No Error,41,55958,No Error,96,Eligible,No Error,68,Non-Eligible,No Error
52,39158,No Error,99,71025,No Error,80,23258,No Error,29,64286,No Error,24,72832,EOI,30,17703,No Error,58,Eligible,No Error,55,Eligible,No Error
56,88133,No Error,45,20549,No Error,96,29923,No Error,60,30054,No Error,28,9054,No Error,51,8517,No Error,64,Non-Eligible,No Error,12,Eligible,EOI
71,60256,No Error,84,77093,No Error,53,52593,No Error,89,3985,EOE,34,1849,No Error,96,14347,No Error,29,Eligible,No Error,91,Non-Eligible,EOE
66,86738,No Error,68,69425,No Error,100,56408,No Error,37,7633,No Error,66,2398,No Error,63,26677,No Error,94,Non-Eligible,EOE,58,Eligible,No Error
66,22519,No Error,97,13387,No Error,33,49315,No Error,51,74268,No Error,89,4066,EOE,62,17792,No Error,77,Non-Eligible,No Error,83,Eligible,No Error
62,84755,No Error,44,78928,No Error,70,17928,No Error,42,75358,No Error,93,39709,No Error,61,69882,No Error,64,Non-Eligible,No Error,93,Non-Eligible,EOE
59,68602,No Error,46,6155,No Error,61,79444,No Error,48,17093,No Error,70,65924,No Error,73,20722,No Error,35,Non-Eligible,No Error,64,Eligible,No Error
72,57085,No Error,87,45289,No Error,65,54175,No Error,76,58262,No Error,37,77304,No Error,98,49615,No Error,59,Non-Eligible,No Error,24,Non-Eligible,No Error
71,67688,No Error,53,74280,No Error,44,70962,No Error,69,15524,No Error,92,13411,No Error,98,50346,No Error,96,Eligible,No Error,84,Non-Eligible,EOE
63,30371,No Error,47,58664,No Error,36,13268,No Error,68,55817,No Error,64,25702,No Error,100,16390,No Error,30,Eligible,No Error,63,Non-Eligible,No Error
37,43412,No Error,48,40265,No Error,36,77866,No Error,64,4207,No Error,7,3477,No Error,33,3437,No Error,84,Eligible,No Error,73,Eligible,No Error
48,68960,No Error,40,5211,No Error,53,14911,No Error,54,70289,No Error,32,42948,No Error,62,2199,No Error,65,Eligible,No Error,53,Non-Eligible,No Error
59,93890,No Error,25,40988,EOI,49,1666,No Error,53,7485,No Error,96,61166,No Error,75,15402,No Error,23,Eligible,No Error,59,Non-Eligible,No Error
46,98491,No Error,52,11036,No Error,91,20170,No Error,29,51381,No Error,0,31954,No Error,59,73535,No Error,27,Eligible,No Error,64,Eligible,No Error
56,46380,No Error,57,72896,No Error,66,20153,No Error,49,46189,No Error,72,96372,No Error,39,10160,No Error,30,Eligible,No Error,66,Non-Eligible,No Error
61,10012,No Error,56,25671,No Error,58,18325,No Error,75,73241,No Error,84,3528,EOE,36,42711,No Error,66,Non-Eligible,No Error,84,Eligible,No Error
49,730,No Error,55,649,No Error,48,63005,No Error,59,49366,No Error,23,72874,EOI,60,28724,No Error,80,Non-Eligible,EOE,72,Eligible,No Error
58,9518,No Error,53,57066,No Error,39,78198,No Error,82,32768,No Error,32,4046,No Error,87,31415,No Error,43,Eligible,No Error,82,Eligible,No Error
58,67161,No Error,33,66280,No Error,30,29213,No Error,93,79124,No Error,71,256,No Error,65,15135,No Error,73,Eligible,No Error,68,Eligible,No Error
45,58279,No Error,37,21976,No Error,31,22751,No Error,54,50048,No Error,10,60593,EOI,97,19435,No Error,66,Non-Eligible,No Error,66,Non-Eligible,No Error
53,33291,No Error,24,7095,No Error,63,16226,No Error,67,10887,No Error,71,9668,No Error,43,68655,No Error,49,Eligible,No Error,40,Eligible,No Error
44,30856,No Error,20,8056,No Error,80,53000,No Error,32,25029,No Error,48,39465,No Error,41,64928,No Error,28,Non-Eligible,No Error,62,Non-Eligible,No Error
58,27913,No Error,63,19481,No Error,55,36405,No Error,81,30378,No Error,55,10062,No Error,37,4285,No Error,86,Eligible,No Error,15,Non-Eligible,No Error
78,76077,No Error,75,62204,No Error,93,77231,No Error,90,13533,No Error,83,598,EOE,49,55161,No Error,25,Non-Eligible,No Error,53,Non-Eligible,No Error
51,38165,No Error,51,46697,No Error,42,16930,No Error,24,70395,EOI,63,27271,No Error,75,79904,No Error,64,Eligible,No Error,33,Non-Eligible,No Error
58,37452,No Error,70,78814,No Error,43,40479,No Error,45,37091,No Error,89,54564,No Error,47,24115,No Error,88,Non-Eligible,EOE,41,Non-Eligible,No Error
81,29385,No Error,98,7229,EOE,94,17742,No Error,82,9772,EOE,91,96919,No Error,42,30287,No Error,57,Non-Eligible,No Error,51,Non-Eligible,No Error
53,28655,No Error,61,26584,No Error,54,68664,No Error,45,25333,No Error,7,84335,EOI,100,73051,No Error,23,Eligible,No Error,52,Non-Eligible,No Error
46,88304,No Error,57,69545,No Error,47,70319,No Error,61,44196,No Error,3,56442,EOI,65,74965,No Error,36,Non-Eligible,No Error,96,Eligible,No Error
65,15370,No Error,61,3676,No Error,89,40539,No Error,92,51347,No Error,39,92413,No Error,47,572,No Error,34,Eligible,No Error,82,Eligible,No Error
68,19720,No Error,46,30394,No Error,98,72732,No Error,26,41151,No Error,95,39344,No Error,79,52142,No Error,45,Eligible,No Error,70,Non-Eligible,No Error
69,49341,No Error,72,22826,No Error,51,49424,No Error,68,47028,No Error,54,71688,No Error,100,64013,No Error,70,Eligible,No Error,13,Eligible,EOI
71,1571,EOE,81,36645,No Error,98,31263,No Error,55,46500,No Error,31,14137,No Error,91,60623,No Error,38,Non-Eligible,No Error,69,Non-Eligible,No Error
61,27675,No Error,68,73941,No Error,71,15851,No Error,81,21868,No Error,14,92043,EOI,71,51102,No Error,53,Eligible,No Error,82,Non-Eligible,EOE
42,4967,No Error,38,8316,No Error,69,76498,No Error,67,61980,No Error,5,89967,EOI,34,62701,No Error,51,Eligible,No Error,14,Eligible,EOI
44,30970,No Error,36,16499,No Error,33,15216,No Error,28,39450,No Error,71,42923,No Error,53,28862,No Error,87,Eligible,No Error,64,Eligible,No Error
63,64969,No Error,85,52512,No Error,44,58325,No Error,90,17430,No Error,22,17457,No Error,74,47082,No Error,36,Non-Eligible,No Error,10,Eligible,EOI
67,33743,No Error,77,39094,No Error,88,49103,No Error,73,66075,No Error,26,16652,No Error,71,62603,No Error,56,Eligible,No Error,37,Eligible,No Error
45,46455,No Error,31,9110,No Error,45,63870,No Error,21,11939,No Error,63,64972,No Error,68,9088,No Error,71,Non-Eligible,No Error,26,Non-Eligible,No Error
52,54335,No Error,28,62640,No Error,35,71243,No Error,94,35690,No Error,40,82815,No Error,66,77037,No Error,61,Eligible,No Error,72,Non-Eligible,No Error
34,93327,No Error,39,72735,No Error,40,29468,No Error,20,74881,EOI,14,82109,EOI,58,16863,No Error,95,Eligible,No Error,42,Eligible,No Error
55,878,No Error,82,16098,No Error,45,25313,No Error,12,33222,No Error,47,91550,No Error,93,57232,No Error,25,Non-Eligible,No Error,76,Non-Eligible,No Error
52,59847,No Error,29,56204,No Error,97,32439,No Error,65,64162,No Error,28,73577,No Error,42,56392,No Error,78,Non-Eligible,No Error,42,Non-Eligible,No Error
54,48508,No Error,57,35789,No Error,78,32952,No Error,36,41345,No Error,44,53122,No Error,59,51633,No Error,48,Non-Eligible,No Error,13,Non-Eligible,No Error
64,22283,No Error,54,5162,No Error,86,18749,No Error,45,26957,No Error,59,91194,No Error,80,34140,No Error,64,Non-Eligible,No Error,50,Non-Eligible,No Error
37,25839,No Error,23,3021,No Error,38,7245,No Error,26,34392,No Error,41,39755,No Error,57,39557,No Error,65,Eligible,No Error,56,Eligible,No Error
63,16712,No Error,64,77265,No Error,48,57658,No Error,57,52658,No Error,53,31777,No Error,93,68687,No Error,89,Non-Eligible,EOE,98,Non-Eligible,EOE
74,37235,No Error,52,56635,No Error,73,7048,No Error,62,64502,No Error,86,21909,No Error,98,2008,EOE,24,Non-Eligible,No Error,100,Non-Eligible,EOE
35,36946,No Error,26,10912,No Error,41,32603,No Error,62,15518,No Error,12,10054,No Error,34,66800,No Error,99,Non-Eligible,EOE,77,Non-Eligible,No Error
58,81069,No Error,25,33872,No Error,68,45429,No Error,75,1119,EOE,30,96804,No Error,93,3708,EOE,29,Eligible,No Error,50,Eligible,No Error
39,29476,No Error,46,51298,No Error,44,28106,No Error,22,30875,No Error,7,97389,EOI,80,58167,No Error,27,Eligible,No Error,27,Non-Eligible,No Error
61,55529,No Error,81,38357,No Error,92,16084,No Error,35,44851,No Error,4,27906,No Error,96,77633,No Error,61,Eligible,No Error,73,Eligible,No Error
60,89289,No Error,76,8658,EOE,37,6641,No Error,66,63920,No Error,72,81019,No Error,53,75763,No Error,85,Eligible,No Error,95,Eligible,No Error
53,27619,No Error,30,49147,No Error,93,24128,No Error,43,39126,No Error,64,27932,No Error,35,10034,No Error,42,Eligible,No Error,76,Non-Eligible,No Error
69,73727,No Error,62,26996,No Error,83,30614,No Error,45,67204,No Error,96,23047,No Error,62,9816,No Error,32,Eligible,No Error,14,Non-Eligible,No Error
55,61572,No Error,23,7032,No Error,73,33075,No Error,77,30698,No Error,45,64463,No Error,60,76111,No Error,78,Non-Eligible,No Error,92,Eligible,No Error
60,10058,No Error,90,77132,No Error,81,50224,No Error,26,35301,No Error,22,46058,EOI,82,37148,No Error,53,Non-Eligible,No Error,55,Eligible,No Error
65,79311,No Error,61,3656,No Error,30,71821,No Error,84,74857,No Error,97,89264,No Error,57,32817,No Error,77,Eligible,No Error,16,Non-Eligible,No Error
63,38924,No Error,44,79720,No Error,71,34130,No Error,63,16299,No Error,94,8955,EOE,45,32478,No Error,33,Eligible,No Error,51,Eligible,No Error
69,60705,No Error,90,49069,No Error,95,1844,EOE,15,24427,No Error,65,45881,No Error,83,66819,No Error,81,Non-Eligible,EOE,88,Non-Eligible,EOE
53,40974,No Error,77,9266,EOE,83,25292,No Error,45,8777,No Error,6,29724,No Error,54,13774,No Error,92,Non-Eligible,EOE,83,Non-Eligible,EOE
56,70312,No Error,30,57116,No Error,95,53774,No Error,71,38487,No Error,21,35795,No Error,63,32948,No Error,72,Eligible,No Error,85,Eligible,No Error
69,89142,No Error,91,62214,No Error,75,68693,No Error,66,30137,No Error,64,460,No Error,53,69147,No Error,56,Eligible,No Error,23,Non-Eligible,No Error
62,94320,No Error,49,35029,No Error,44,8492,No Error,77,75442,No Error,72,36364,No Error,68,29718,No Error,70,Non-Eligible,No Error,35,Non-Eligible,No Error
71,93641,No Error,91,44856,No Error,42,30447,No Error,48,17785,No Error,89,46938,No Error,88,53971,No Error,52,Eligible,No Error,69,Non-Eligible,No Error
65,12969,No Error,23,78584,EOI,57,41463,No Error,94,63540,No Error,62,6181,No Error,89,39650,No Error,37,Non-Eligible,No Error,13,Non-Eligible,No Error
45,72014,No Error,55,22507,No Error,54,71701,No Error,32,49496,No Error,43,13953,No Error,41,51566,No Error,23,Eligible,No Error,53,Non-Eligible,No Error
69,45120,No Error,63,55601,No Error,80,68290,No Error,95,71440,No Error,29,95173,No Error,81,19583,No Error,27,Non-Eligible,No Error,25,Eligible,No Error
54,23727,No Error,37,63899,No Error,53,68250,No Error,47,70745,No Error,74,99944,No Error,59,60987,No Error,77,Non-Eligible,No Error,66,Eligible,No Error
37,83313,No Error,57,53895,No Error,45,43251,No Error,17,65247,EOI,11,17043,No Error,55,72624,No Error,79,Non-Eligible,No Error,53,Eligible,No Error
62,63975,No Error,70,50216,No Error,79,40845,No Error,36,14136,No Error,73,4533,No Error,52,35066,No Error,32,Eligible,No Error,74,Non-Eligible,No Error
46,58340,No Error,67,28232,No Error,54,70676,No Error,39,20701,No Error,4,32854,No Error,70,32065,No Error,51,Eligible,No Error,37,Non-Eligible,No Error
58,29181,No Error,80,17424,No Error,38,6041,No Error,35,45590,No Error,61,92597,No Error,78,77303,No Error,33,Eligible,No Error,28,Non-Eligible,No Error
50,90217,No Error,52,22626,No Error,54,50784,No Error,17,64710,EOI,67,86837,No Error,61,56943,No Error,75,Eligible,No Error,45,Non-Eligible,No Error
50,38655,No Error,85,16747,No Error,71,52044,No Error,27,2836,No Error,1,37474,No Error,66,21642,No Error,52,Non-Eligible,No Error,77,Eligible,No Error
66,7903,No Error,33,48310,No Error,82,15970,No Error,94,56655,No Error,39,17597,No Error,85,3626,EOE,95,Eligible,No Error,63,Eligible,No Error
43,32030,No Error,21,43638,EOI,40,8742,No Error,69,46774,No Error,41,54592,No Error,48,12923,No Error,54,Eligible,No Error,96,Non-Eligible,EOE
63,98518,No Error,52,66909,No Error,74,71368,No Error,48,4557,No Error,77,99503,No Error,65,27944,No Error,94,Eligible,No Error,80,Eligible,No Error
38,71760,No Error,45,24268,No Error,59,53176,No Error,22,8739,No Error,36,26787,No Error,32,42415,No Error,52,Non-Eligible,No Error,19,Non-Eligible,No Error
41,82057,No Error,23,32274,No Error,47,38337,No Error,81,25691,No Error,25,47755,EOI,32,72552,No Error,28,Non-Eligible,No Error,11,Non-Eligible,No Error
53,27950,No Error,28,77433,No Error,73,64221,No Error,59,79425,No Error,73,36188,No Error,34,11334,No Error,71,Non-Eligible,No Error,19,Eligible,EOI
60,68370,No Error,52,7725,No Error,68,59509,No Error,47,33359,No Error,95,71743,No Error,42,41525,No Error,63,Non-Eligible,No Error,71,Non-Eligible,No Error
61,34216,No Error,98,37331,No Error,77,60762,No Error,64,11790,No Error,29,38596,No Error,41,3095,No Error,35,Eligible,No Error,24,Eligible,No Error
56,12141,No Error,69,27847,No Error,89,39475,No Error,19,21937,No Error,14,88080,EOI,90,16278,No Error,25,Eligible,No Error,57,Non-Eligible,No Error
66,83063,No Error,71,66834,No Error,85,1327,EOE,57,24979,No Error,60,62926,No Error,61,67435,No Error,77,Non-Eligible,No Error,85,Eligible,No Error
54,66978,No Error,83,78514,No Error,32,55178,No Error,98,24090,No Error,1,80780,EOI,60,48989,No Error,65,Eligible,No Error,98,Non-Eligible,EOE
46,56208,No Error,72,74244,No Error,88,76108,No Error,24,8615,No Error,18,7776,No Error,32,19869,No Error,92,Eligible,No Error,25,Non-Eligible,No Error
60,62252,No Error,42,16886,No Error,66,47774,No Error,15,1622,No Error,92,82775,No Error,86,20803,No Error,42,Non-Eligible,No Error,83,Non-Eligible,EOE
63,9542,No Error,84,73957,No Error,77,58624,No Error,84,13615,No Error,19,75128,EOI,53,47444,No Error,54,Eligible,No Error,81,Eligible,No Error
59,69611,No Error,98,27372,No Error,74,39040,No Error,15,69371,EOI,78,629,EOE,30,1972,No Error,85,Non-Eligible,EOE,69,Non-Eligible,No Error
63,47641,No Error,31,42245,No Error,99,68155,No Error,18,465,No Error,96,30063,No Error,75,37975,No Error,63,Eligible,No Error,48,Eligible,No Error
67,64774,No Error,91,62937,No Error,39,22799,No Error,47,61407,No Error,87,23495,No Error,74,53475,No Error,100,Eligible,No Error,52,Non-Eligible,No Error
59,94353,No Error,41,68574,No Error,42,43849,No Error,66,71807,No Error,92,59050,No Error,57,6619,No Error,28,Eligible,No Error,15,Eligible,EOI
53,60156,No Error,37,6391,No Error,76,33979,No Error,60,64490,No Error,40,70174,No Error,55,29609,No Error,21,Non-Eligible,No Error,35,Non-Eligible,No Error
54,65778,No Error,47,12078,No Error,42,55409,No Error,39,47352,No Error,45,87083,No Error,97,4479,EOE,70,Eligible,No Error,29,Non-Eligible,No Error
56,53659,No Error,34,77562,No Error,33,39114,No Error,100,78332,No Error,80,90212,No Error,37,36101,No Error,38,Non-Eligible,No Error,99,Eligible,No Error
68,98565,No Error,60,65614,No Error,74,61956,No Error,70,27738,No Error,45,6863,No Error,95,69267,No Error,37,Eligible,No Error,81,Eligible,No Error
70,31988,No Error,99,69635,No Error,59,43156,No Error,51,21595,No Error,43,63023,No Error,100,57265,No Error,44,Eligible,No Error,45,Eligible,No Error
75,39888,No Error,54,50928,No Error,77,17310,No Error,92,59021,No Error,86,52656,No Error,68,26358,No Error,38,Eligible,No Error,43,Eligible,No Error
59,51658,No Error,98,42199,No Error,99,26296,No Error,70,57123,No Error,2,9889,No Error,30,61124,No Error,80,Non-Eligible,EOE,58,Eligible,No Error
51,84319,No Error,52,53104,No Error,46,21212,No Error,65,70658,No Error,57,59884,No Error,38,48744,No Error,99,Non-Eligible,EOE,29,Eligible,No Error
43,28750,No Error,20,18450,No Error,91,25479,No Error,44,68096,No Error,2,77943,EOI,62,24628,No Error,95,Non-Eligible,EOE,98,Non-Eligible,EOE
65,9107,No Error,57,75768,No Error,64,78998,No Error,81,50175,No Error,30,98331,No Error,96,39289,No Error,23,Non-Eligible,No Error,42,Eligible,No Error
61,20951,No Error,62,18641,No Error,78,73227,No Error,55,54505,No Error,37,42451,No Error,73,63084,No Error,53,Non-Eligible,No Error,69,Non-Eligible,No Error
61,67451,No Error,48,75736,No Error,82,32260,No Error,83,38125,No Error,61,11611,No Error,31,67829,No Error,73,Non-Eligible,No Error,39,Eligible,No Error
65,36372,No Error,92,72518,No Error,85,13684,No Error,36,38337,No Error,45,29014,No Error,70,7271,No Error,69,Eligible,No Error,11,Non-Eligible,No Error
56,45722,No Error,54,32589,No Error,59,64511,No Error,57,33194,No Error,23,46217,EOI,87,64829,No Error,22,Eligible,No Error,66,Eligible,No Error
47,70535,No Error,56,28260,No Error,44,78141,No Error,81,32146,No Error,5,22652,No Error,53,16016,No Error,27,Eligible,No Error,54,Eligible,No Error
41,62056,No Error,63,42409,No Error,31,25311,No Error,25,5953,No Error,58,45733,No Error,32,28334,No Error,51,Eligible,No Error,14,Non-Eligible,No Error
66,60335,No Error,73,71441,No Error,89,1323,EOE,90,51959,No Error,21,70169,EOI,58,71675,No Error,53,Eligible,No Error,69,Eligible,No Error
63,4088,No Error,43,19755,No Error,81,24291,No Error,91,15988,No Error,35,7872,No Error,68,22767,No Error,29,Eligible,No Error,88,Non-Eligible,EOE
65,51146,No Error,72,40784,No Error,95,12969,No Error,83,41258,No Error,26,8886,No Error,52,1733,No Error,86,Eligible,No Error,48,Non-Eligible,No Error
69,48727,No Error,87,78393,No Error,57,10497,No Error,64,60397,No Error,67,58203,No Error,70,23991,No Error,99,Eligible,No Error,48,Non-Eligible,No Error
